hydropower,atomicpowerplant,baltimore,chester,environment,recreation
63.52976694809634,0.8182304793151207,0.5023677927178745,0.5585404144926182,0.07949085175441856,1.0
75.15972792382674,0.8701458488317521,0.7840877495611929,0.48819512214544114,0.09025326596546256,1.0
70.17036304707204,0.8828416548180569,0.42476756231929735,0.6805946733209377,0.0799711962279072,1.0
70.52630337947842,0.7539072789116668,0.6899182532940624,0.5754920755937045,0.08502429215668189,1.0
69.95652359703654,0.7140722079916046,0.5497260685162516,0.5070644541490649,0.08084239608207373,1.0
65.91717402930172,0.7717288237328559,0.4506941722496969,0.860076547405429,0.08187148516926585,1.0
74.8642531377395,0.9785954357682481,0.6559877794364022,0.783727124190999,0.08654465278387147,1.0
71.1582999203644,0.9804439517235994,0.5374072927088098,0.6378211532725351,0.08299394602086738,1.0
74.00856341171576,0.9418351859895491,0.5119501476727532,0.8535910153929955,0.0833186215113861,1.0
76.64053911629772,0.647681360185247,0.6475715462796579,0.733156343871999,0.08761671354834956,1.0
70.2203854145227,0.9726967587315373,0.7287700817796189,0.9244351351508915,0.08670702483341662,1.0
73.56100974954553,0.804699995748709,0.7003893107219455,0.6947304316736709,0.08877307619884073,1.0
76.7046853808475,0.9739239378946866,0.7189941260475481,0.8632344368360181,0.08982169001131446,1.0
73.13847708184478,0.9549691742457487,0.5450601942815485,0.8879274875841224,0.08430420405571433,1.0
74.06001147495948,0.9517283016433082,0.511521340186978,0.5949229226587627,0.08442647762113914,1.0
67.4971895640674,0.8998746783712389,0.5298001781141783,0.5819884873157218,0.08012949208779256,1.0
75.63105236144023,0.9043377053808307,0.6970218625535414,0.8717141744616513,0.08790821466348955,1.0
67.74821117102937,0.9839345923945232,0.6533292651169126,0.649325979508966,0.08471074982468836,1.0
71.08983691455326,0.9580736570777749,0.49381691223707447,0.7079505447837873,0.08381257711283766,1.0
67.0915350488172,0.8876159125918226,0.2690610757693969,0.6382928184296917,0.0763982730843667,1.0
67.8998494488014,0.9002586320614341,0.39739611065550484,0.8900208943049517,0.07967089755343545,1.0
72.99253395722579,0.9797846789228273,0.7034909398454645,0.7250048576286715,0.08761112779807306,1.0
73.81707558662275,0.9372551242637276,0.5637558158550734,0.8445869680210226,0.083729684165727,1.0
78.52179805750171,0.9975099310070037,0.6818017827166881,0.7296109320539644,0.0908458467575496,1.0
73.45873736248302,0.7835463878960097,0.27195500300458014,0.21277061207665257,0.07869194655625414,1.0
78.13602869582431,0.8601437359751627,0.5905775443991172,0.9038583725634114,0.08670171436309687,1.0
68.18088960028408,0.7963600961958907,0.3616280149592601,0.70719746445077,0.07831939365711389,1.0
64.68212956792945,0.9777668007851084,0.6719714777822852,0.8890842319002401,0.08522055681250494,1.0
67.32072757240547,0.9262070780094072,0.5660544307292347,0.5718652805304544,0.08173989363873925,1.0
70.86812477702941,0.9840170925183788,0.6497507679703823,0.8265923137279526,0.08579934051399297,1.0
74.54499750143128,0.9916327587854986,0.64712890512861,0.881553176344891,0.08798989264439706,1.0
77.85104313516554,0.9518980990701202,0.6502337681379694,0.8614240901147175,0.08814172032049633,1.0
72.6004615398965,0.8811344350038715,0.6309847697212857,0.7261885847062638,0.0817443862267799,1.0
62.64377728154705,0.6399018797280611,0.7202397780756942,0.5401057462413844,0.08171210956392638,1.0
79.08988718438701,0.9890278760143041,0.46370597425703747,0.8789553783633691,0.08619953981454026,1.0
67.05254796930886,0.5948980363055155,0.25807522538192285,0.18180269261677956,0.07257826128219466,1.0
